song,album,lyrics
pop-style,views,"Dropped outta school now we dumb rich (dumb rich) This sound like some forty-three-oh-one shit (one shit) All my niggas wanna do is pop style (pop style) Turn my birthday into a lifestyle (lifestyle)Tell my mom I love her if I do not make it (do not make it) Got so many chains they call me Chaining Tatum (They do, they do) And I like to finish what you think you started Man you boys just got to Hollywood, you boys just started You don't know what you just started All I do is hang with the young and heartless All this for my family, man, I try my hardest It's all I ever did and look where it got him Yeah, you've been on my mind lately You've still got my number, girl you need to call me I feel like they wanna see me learn the hard way But you know I always handle that one my way Girl let me rock, rock, rock, rock, rock your body Justin Timberlake and then I hit the highway I can't trust no fuckin' body They still out to get me cause they never got meThey still out to get me, I don't get it I can not be got, and that's a given Give a real nigga the number one Even though I got like twenty-one Cannot beat me I'm a one-of-one Schooling your ass like one-on-one They been out here tryna slide on me They been out here telling lies on me Everybody looking out for themself But they still got they eyes on me See me putting in the hard work now, aye Momma doesn't have to call work now, aye I decide when I start work now, aye Problems hit the gym, they all work out MVP, MVP, oh-nine all the way to sixteen Even next season looking like a breeze Lot of y'all ain't built for the league, yeah Trade you off the team while you in your sleep, yeah Y'all showed me that nothing's guaranteed And you don't know what you started My friend's chain so big that he look like the artist I can't trust no fuckin' body They still out to get me cause they never got meDropped outta school now we dumb rich (dumb rich) This sound like some forty-three-oh-one shit (one shit) All my niggas wanna do is pop style (pop style) Turn my birthday into a lifestyle (lifestyle)"
too-good,views,"Oh yeah, yeah, yeah Oh yeah, yeah, yeah YeahLook... I don't know how to talk to you I don't know how to ask you if you're okay My friends always feel the need to tell me things Seems like they're just happier than us these days Yeah, these days I don't know how to talk to you I don't know how to be there when you need me It feels like the only time you see me Is when you turn your head to the side and look at me differentlyYeah, and last night I think I lost my patience Last night I got high as your expectations Last night, I came to a realization And I hope you can take it I hope you can take itI'm too good to you I'm way too good to you You take my love for granted I just don't understand it No, I'm too good to you I'm way too good to you You take my love for granted I just don't understand itI don't know how to talk to you I just know I found myself getting lost with you Lately you just make me work too hard for you Got me on flights overseas, and I still can't get across to youAnd last night I think I lost my patience Last night I got high as your expectations Last night, I came to a realization And I hope you can take it I hope you can take itI'm too good to you I'm way too good to you You take my love for granted I just don't understand it No, I'm too good to you I'm way too good to you You take my love for granted I just don't understand itYears go by too fast I can't keep track How long did we last? I feel bad for asking It can't end like this We gotta take time with this Cock up yuh bumper, sit down pon it Let me see if this is something I can fix You got somebody other than me Don't play the victim when you're with me Free time is costing me more than it seems Sacrificing things And I wanna tell you my intentions I wanna do the things that I mention I wanna benefit from the friendship I wanna get the late night message from you, from you I put my hands around you Gotta get a handle on you Gotta get a handle on the fact that...I'm too good to you I'm way too good to you You take my love for granted I just don't understand it No, I'm too good to you I'm way too good to you You take my love for granted I just don't understand itGyal a you mi waan Pay fi yuh visa meck yo fly out regular Baby, cock up yuh bumper, sit down pon it Gyal yo pum pum good and yuh fit Mi wi give you everything weh deh in my wallet And in my pocket Cock up yuh bumper, sit down pon it Gyal yo pum pum good and yuh fit Mi wi give you everything weh deh in my wallet And in my pocket"
fire-desire,views,"Dedicate, I dedicate the world Yeah, oh I dedicate, I dedicate I give you my fortune I dedicate, I dedicate I dedicate, I dedicate I dedicate, dedicate, dedicate I dedicate to you I dedicate, I dedicate I dedicate, I dedicate, oh yeah I dedicate, I dedicate to youThrowin' dirt on my old name Only gets worse when you know things You don't see the perks of this whole thing But you get real on a pill and I like it You just like my psychic, I just wanna buy Fulfill all your desires Keep you in the front, never in the back And never on the side, yeahYou a real ass woman and I like it I don't wanna fight itLook, you know I'm a writer, nothin' left to hide Your other nigga tired Talk about you like you'll never leave his side But I don't really buy it Me I'm movin' quiet, all the things we're tryin' Let's just keep it private Tell me should I cut these other girls right out of my life? Cause we never decided Tell me how you feel insideYou a real ass woman and I like it Dedicate to you I need you inspired, I need you excited I don't wanna fight itI figure out you, you figure out me We both a different breed I'm followin' your lead, I ask you what you need You say it's guaranteed I mean you say that like it's easy You never believe me Told you I got Zs for these other girls sleepin' on him Girl I'm sleepy Sometimes I'm so indecisiveBut you a real ass woman and I like it I don't wanna fight itI give you my all I dedicate, I dedicate, woah yeah I dedicate, I dedicate I dedicate, baby, dedicate I dedicate to you I dedicate, I dedicate This song's for you I dedicate, I dedicate I give you my all I give you my voice This song's for you"
views,views,"Question is will I ever leave you?The answer is no, no, no, no, no, no Question is will I ever leave you? The answer is no, no, no, no, no, noYeah, you feel the pressure, man, I know the pressure And my wifey is a spice like I'm David BeckhamA lot of pent up aggression coming out of my section OVO on me while y'all niggas was playing dress-up And I know who gon' take the fall with me They right here on call with me, they all with me You could throw curve balls but I got the glove fitted They been saying it's love, but it isn't love, is it? Toast to the days when they wasn't out to get me I worked at JD's connections whenever Jason let me Ceesay's, I was buying fitteds everyday Kenny's caravan and trying not to catch a stray I dropped out right before I graduate Six credits left, my mama had a saddest day ""It's only up from here, I promise, you just gotta wait"" And she took my word for it, that's all I had to say Lately I just feel so out of character The paranoia can start to turn into arrogance Thoughts too deep to go work 'em out with a therapist I get a blank page when I try to draw a comparison I'm getting straight to the point with it Need y'all to know that I never needed none of y'all niggas Fuck being all buddy buddy with the opposition It's like a front of the plane, nigga, it's all business But I haven't flown with y'all boys in a minuteLook, they'd rather run up on me than towards them goals My niggas still hit the club when it's 20 below Who you think running this show? You saw it in me at 20 years old The lingo start to sound like we talking in code I got a pure soul, I don't do the hate You don't worry 'bout fitting in when you custom made Me and Niko used to plot on how to make a change Now me and Kobe doing shots the night before the game Still drop 40 with liquor in my system Numbers going unlisted just to create some distance I might see you on and off but I'll never switch ya Niggas quick to double cross like both of us Christian Lamborghini got me feeling like I'm Christian Bale And I never bare my morals for the ticket sales Tipping scales, bars heavy like triple XL I never tag no one in, I'd rather get you myself Running through the 6, storming through the contracts I'm possessed, you can see it under the contacts They think I had the silver spoon but they'll get it soon I still got something left to prove since you left me room Paint a plan for the family debt, we in the minus And like it's going in a trunk, I put it all behind us Where you tryna go? I got it, I'll take us wherever I'm a staple in the game, all my papers together And my life is on display like Truman They wanna pre the movements, gotta start to make 'em sooner My exes made some of my favorite music I dated women from my favorite movies Karma's such a thing of beauty I'd share more of my story but you wouldn't believe it It's far fetched like I threw that shit a hundred meters I keep it 100 like I'm running a fever I might take a breather but I won't ever leave you If I was you, I wouldn't like me either"
hotline-bling,views,"You used to call me on my You used to, you used to YeahYou used to call me on my cell phone Late night when you need my love Call me on my cell phone Late night when you need my love And I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thingEver since I left the city, you Got a reputation for yourself now Everybody knows and I feel left out Girl you got me down, you got me stressed out Cause ever since I left the city, you Started wearing less and goin' out more Glasses of champagne out on the dance floor Hangin' with some girls I've never seen beforeYou used to call me on my cell phone Late night when you need my love Call me on my cell phone Late night when you need my love I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thingEver since I left the city, you, you, you You and me, we just don't get along You make me feel like I did you wrong Going places where you don't belong Ever since I left the city, you You got exactly what you asked for Running out of pages in your passport Hanging with some girls I've never seen beforeYou used to call me on my cell phone Late night when you need my love Call me on my cell phone Late night when you need my love And I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thingThese days, all I do is Wonder if you're bendin' over backwards for someone else Wonder if you're rolling up a Backwoods for someone else Doing things I taught you, gettin' nasty for someone else You don't need no one else You don't need nobody else, no Why you never alone Why you always touching road Used to always stay at home, be a good girl You was in the zone, yeah You should just be yourself Right now, you're someone elseYou used to call me on my cell phone Late night when you need my love Call me on my cell phone Late night when you need my love And I know when that hotline bling That can only mean one thing I know when that hotline bling That can only mean one thingEver since I left the city..."
free-smoke,more-life,"Is it the strength of your feelings Overthrowing your pain Using you high to be reaching And is it today that you will find your new release And in your wake, ripple your sweet voice And more chune for your head tops So watch how you speak on my name, you know?Yeah, I couldn't get a bill paid You couldn't buy the real thing I was staying up at yo' place Tryin' to figure out the whole thing I saw people doin' things Almost gave up on the music thing But we all so spoiled now More life, more everything Must have never had your phone tapped All that yappin' on the phone shit You must really love the road life All that never comin' home shitFree smoke, free smoke, aye! Free smoke, free smoke, aye! Free smoke, free smoke, aye!Dom Rosé toast Hidden Hills where I post I start my day slow Silk pajamas when I wake, though Miraval to the face, though I drunk text J-Lo Old number, so it bounce back Boi-1da got the bounce back Used to get paid for shows and front-door money Five, ten, twenties, hand sanitize after you count that Me and Gibbo was about that Eatin' Applebee's and Outback Southwest, no first class Hilton rooms, gotta double up Writin' our name on a double cup We ain't even have a tour bus Girls wouldn't even think of recordin' me I fall asleep in sororities I had some different priorities Weezy had all the authority Women I like was ignorin' me Now they like, ""Aren't you adorable?"" I know the question rhetorical I took the team plane from Oracle Mama never used to cook much Used to chef KD Now me and Chef, KD Bet on shots for twenty G's I brought the game to its knees I make too much these days to ever say, ""Poor me"" Where you at? I never see youFree smoke, free smoke, aye! Free smoke, free smoke, aye! Free smoke, free smoke, aye!Niggas moves so waste Please come outside the house and show yourself So I can say it to your face It's bound to happen, man, it's gotta happen now So let's just get it out the way Lot of niggas goin' bad on me Please, one at a time I wanna move to Dubai So I don't never have to kick it with none of you guys I didn't listen to Hov on that old song When he told me pay it no mind I get more satisfaction outta goin' at your head And seein' all of you die And I seen a lot of you dieFree smoke, free smoke, aye! Free smoke, free smoke, aye! Free smoke, free smoke, aye!Hidden Hills where I post, yeah 'Ye already know, yeah I'm the troublemaker in the neighborhood Far as troublemakin' goes, yeah House party up the road, yeah I'm not Kid 'n Play This kid doesn't play about the flow, yeah Y'all keep playin' with your nose, yeah You get high and do the most, yeah How you let the kid fightin' Ghost-writin' rumors turn you to a ghost? Oh, you niggas got jokes Free smoke, free smokeBaka Yeah, we outchea Ya don know, aye? It's a OVO ting, aye? Ya don know, aye? It's a East Side ting, aye? Ya don know, aye? More life"
no-long-talk,more-life,"Really? Yeah (Six!) Yeah Murda on tha beat, so it's not niceThat's Baka, he's a no-long-talker Quick to let a motherfuckin' TEC slam We don't need to hear about a next man Youts talk down, then they get ran Left them, get dipped from the whole ends If Gilla call shots, no questions G-Way 'til I'm restin' But we still got love for the West End If it's a chit-chat ting, better talk nice Murda on the beat, so it's not nice Skull gets hot, then I'm not nice You tryna date her and she been, let me walk twice Now you man are on a diss ting Just know man like Chubbs He's a fixer if I ever gotta fix tings Just know man like Fifth, he's a sicko As you get tanned, he don't miss things Just know man like me, I'm a Sixer And I oversee the whole thing Yeah, I pree the whole thing Yeah, I pree the whole thing Preme got the hurt tucked, can't see the whole thing Niggas wanna talk splits, now we need the whole thingMan gets duppied when we touch a button Man catch suckers, then we're touchin' somethin' Man gets stuck in, yeah, we're stuck in somethin' Man gets rappin' when we're suckin' somethin' Man gets battered with the crutch or somethin' Man bat bat it, then we buck or somethin' If man child play it, then we Chucky somethin' If man start throwin', then we're chuckin' somethin' I'm on the best side, got the TEC lined In the whip, on the left side, on a death ride MAC-10 and the spesh flies, and the TEC slide Nutty shit like somethin' just climbed out the X-Files Textbook, like it's old school, like in textiles Lightie, lookin' healthy and she gets smiles Home time, grab a quick drink and she gets wild Sexy, and I rate that and her sex style Fuckin' somethin', yeah nigga, fuckin' somethin' Back bent, pussy, I'll fuck her somethin' Cognac, better grab a cup of somethin' Glue pussy like a nigga stuck or somethin' Stuck or somethin', like a nigga stuck or somethin' So the monster is like a truck or somethin' Spread the pussy out, I'm 'bout to butter somethin' Man gone Hollywood, it's like I'm Buck or somethin'You dun know, it's Hollowman Giggs Right now, just here with the big man Drizzy, you get me? More Life flex, you dun know OVO and SN1 to the world, brap"
passionfruit,more-life,"Hold on, hold on Fuck that, fuck that shit Hold on, I got to start this mothafuckin' record over again, wait a minute Fuck that shit Still on this mothafuckin' record I'ma play this mothafucka for y'all Ayy, y'all get some more drinks goin' on, I'll sound a whole lot betterListen, seeing you got ritualistic Cleansin' my soul of addiction for now 'Cause I'm fallin' apart, yeah Tension between us just like picket fences You got issues that I won't mention for now 'Cause we're fallin' apartPassionate from miles away Passive with the things you say Passin' up on my old ways I can't blame you, no, no Passionate from miles away Passive with the things you say Passin' up on my old ways I can't blame you, no, noListen, hard at buildin' trust from a distance I think we should rule out commitment for now 'Cause we're fallin' apart Leavin', you're just doing that to get even Don't pick up the pieces, just leave it for now They keep fallin' apartPassionate from miles away Passive with the things you say Passin' up on my old ways I can't blame you, no, no Passionate from miles away Passive with the things you say Passin' up on my old ways I can't blame you, no, noTrying to think of the right thing to say"
get-it-together,more-life,"Hello I've been hurt so many times It got to a point When I decided I can't do this anymore I need someone to hold me I need someone that needs me I need someone that loves meYou need me to get that shit together So we can get together You need me to get that shit together So we can get together You need me to You need me toYou know, we don't have to be dramatic Just romantic Do all the little things, little things, little things That excites me And as your woman Give me a kiss goodnight On the phone When you're working late When you're out of town Tell me how much you need this 'Cause we deserve it We can be togetherYou need me to get that shit together So we can get together You need me to get that shit together So we can get together You need me to (Yeah, oh-oh, yeah) You need me to (Yeah) You need me to"
madiba-riddim,more-life,"I cannot tell who is my friend I need distance between me and them Gonna have to teach me how to love you again God knows I'm trying God knows I'm trying for you God knows I'm tryingGod knows it Your mind impure, soul I possess, he knows it Anointed and protected, I was chosen My heart is way too frozen to get brokenI seen man turn fool for the money One too many times I seen some girls turn they back On they best friend from time I heard you say things that you can't take back, girl, no time I need you to go easy now and fix up one timeI cannot tell who is my friend I need distance between me and them Gonna have to teach me how to love you again God knows I'm trying God knows I'm trying for you God knows I'm tryingPeople change, I'm not surprised Devil's working overtime Voodoo spells put on my life It won't work, they all have triedI seen man turn fool for the money One too many times I seen some girls turn they back On they best friend from time I heard you say things that you can't take back, girl, no time I need you to go easy now and fix up one timeI cannot tell who is my friend I need distance between me and them Gonna have to teach me how to love you again God knows I'm trying God knows I'm trying for you God knows I'm tryingYou put food on the table for me, aye? Alright, fam, soft. I see you, aye? You pay my bills, right? It's light You're a wasteman"
blem,more-life,"Unruly, unruly, maddas Who keeps bringing more? I've had too many This Virginia done me off already I'm blem for real, I might just say how I feel I'm blem for real, I might just say how I feelDon't switch on me, I got big plans We need to forward to the islands And get you gold, no spray tans I need you to stop runnin' back to your ex, he's a wasteman I wanna know, how come we can never slash and stay friends? I'm blem for real, I might just say how I feel I'm blem for real, I might just say how I feel'Cause I know what I like I know how I wanna live my life I don't need no advice You're not here and we both know why So, move from me when you're extra Move from me with the passa I'm buildin' up a house where they raised me You move with me I'll go crazyDon't switch on me, I got big plans We need to fall off to the islands And get you gold, no spray tans I need you to stop runnin' back to your ex, he's a wasteman I wanna know, how come we can never slash and stay friends? I'm blem for real, I might just say how I feel I'm blem for real, I might just say how I feelI know we can't keep it together forever 'Cause you're crazy sometimes And I only see you sometimes Move from me when you're extra Move from me with the passa I'm buildin' up a house where they raised me You move with me I'll go—lookDon't switch on me, I got big plans We need to fall off to the islands And get you gold, no spray tans I need you to stop runnin' back to your ex, he's a wasteman I wanna know, how come we can never slash and stay friends? I'm blem for real, I might just say how I feel I'm blem for real, I might just say how I feelTogether forever Good morning, good afternoon, goodnight! I'm here to talk about More Life One second"
4422,more-life,"I'm runnin', but can't run away You say you changed But you never change up44, 22 You built it up to break it halfway through Just make the call, 22 But you're just the same as I ever knew 44, 22 You built it up to break it halfway through Just make the call, 22 But you're just the same as I ever knew 44, 22 You built it up to break it halfway through Just make the call, 22 But you're just the same as I ever knew 44, 22 You built it up to break it halfway through Just make the call, 22 But you're just the same as I ever knew 44, 22 You built it up to break it halfway through Just make the call, 22 But you're just the same as I ever knew 44, 22 You built it up to break it halfway through Just make the call, 22 But you're just the same as I ever knew 44I know I fear trust I know I fear fear too much On my plate, lookin' up Outer space, Pearly GatesI'm runnin', but can't run away You say you changed But you never change up"
gyalchester,more-life,"Hermès link, ice-blue mink Tat on my ribs like I do not know what permanent is They want me gone, wait for the kicker Bury me now and I only get bigger That's word to my niggaYeah, October Firm in the cut Stay at the top like I'm stuck That's just how I'm givin' it up She wanna get married tonight But I can't take a knee, 'cause I'm wearin' all white Me and my broski are twins, but we don't look alike I don't take naps Me and the money are way too attached to go and do that Muscle relax That and a spliff put me right on my back, I gotta unpack Virginia Black I could go make enough money off that and not even rap What's that? Facts? Contract max, I gotta bring that shit backHermès link, ice-blue mink Tat on my ribs like I do not know what permanent is They want me gone, out of the picture Bury me now and I only get bigger That's word to my, word to my...I'm so hot, yeah, I'm so right now Who's not gang, bitch? Let me find out Keep hearin' clicks when I'm talkin' on the iPhone Feds in the city hate to see us on a high note I switch flow like I switch time zone Can't get Nobu, but you can get Milestone I gotta do mansion 'cause I outgrew condo Got a new Maybach, she wanna fuck on the drive home Yeah, met her once and I got through I'm never washed, but I'm not new I know I said top five, but I'm top two And I'm not two and I got one Thought you had one, but it's not one, nigga, nahHermès link, ice-blue mink Tat on my ribs like I do not know what permanent is They want me gone, wait for the kicker Bury me now and I only get bigger That's word to my nigga"
portland,more-life,"Murda on the beat, so it's not nice Yeah It's all Habibis ting, ya?Yeah, my side girl got a 5S with the screen cracked Still hit me back right away, better not never hesitate Don't come around thinkin' you gettin' saved Tryna show the dogs brighter days Got a torch, tryna light the way Bitin' everybody, which is ironic 'cause your next album probably won't ever see the light of day Have fans but you let 'em down But I guess that's how you niggas gettin' down I'm so high up I'm like, ""How is niggas really gettin' down?"" I could never have a kid, then be out here still kiddin' around Boys playin' around, where you really wanna take it now? I got a hundred fifty thousand dollars for an after party And I gave it to the killas just to break it down Bring us up, I never take us down But if you bring me up, then they might take you down Fake fuck with me back then But it's gettin' hard for you to fake it now Fuck bein' rich when I'm forty, man, I'm tryna make it nowHell nah Never let these niggas ride your wave Nope, no way, nah Never let these niggas ride your wave Nope, no way, nah Park the Benz just to the ride the Wraith Skrrt, skrrt Ten million dollars, gotta hide the safe Skrrt, skrrt, oh Michael Phelps with the swim moves Skrrt, skrrt, oh Michael Jordan with the tennis shoes Skrrt, Skrrt(Quavo) Young nigga, I invented you Ike Turner with the left hand Griselda Blanco with the trap moves Gangland with the right hand Undertaker with the tattoos Never listen to the class rules Switch it up would be the last move (Let's go!) I'm a magnet for bad bitches (magnet) You got the going out sad bitches I spent a fifty on the chain (racks) You spent your last fifty (ugh, cash) I got the keys to the streets (keys) You got the key to defeat (defeated) I got the keys to the warzone (brrrapt) You got the key to the bees (ugh)Hell nah Never let these niggas ride your wave Nope, no way, nah Never let these niggas ride your wave Nope, no way, nah Park the Benz just to ride the Wraith Skrrt, skrrt Ten million dollars, gotta hide the safeWe gon' go live, we gon' go live, yep We gon' go live, we gon' go live, yep Gettin' loose, off the Henny rock, and a hint of Goose Ocean deep in my swimmin' pool Throwin' Dead Prez in my livin' room Takin' shots, feelin' bulletproof Flood my rollie, told my bitch, ""Let's go snorkelin'!"" Out in Portland, tryna get in her organs No, I did not sign with Jay, but I still send a Tidal wave (Yeah) I might just go get the fade Buy the du-rag and just tie the waves It's lit at the crib, you could stay Me and Drake kick like Kid N' Play The way that she servin' that cake, I gotta sit back and digest I guess, fuck the fuck-shit, I'm biased I mix, double the cup when I'm stressed Got my momma out the basement That's a different type of face lift Free Max B out the bracelets Don't hit us askin' what the wave isHell nah Never let these niggas ride your wave Nope, no way, nah Never let these niggas ride your wave Nope, no way, nah Park the Benz just to the ride the Wraith Skrrt, skrrt Ten million dollars, gotta hide the safe Skrrt, skrrt, oh Michael Phelps with the swim moves Skrrt, skrrt, oh Michael Jordan with the tennis shoes Skrrt, Skrrt, oh Michael Phelps with the swim moves Skrrt, skrrt, oh Michael Jordan with the tennis shoes"
sacrifices,more-life,"Wrote this shit, January 21 Baby girl, I had to run, I'll be back a couple months Kendall turned 21, was up the street with 21 They could see me online, but they won't see me on the ones I got Dubai plates in the California state I got her waitin' at my place, I got no baby on the way I'm talkin' Baby like Stunna, I'm talkin' Baby like Face Lost millions in the past, I'm talkin' maybe like eight Couple niggas from the city Wishin' on a star, could they be like Drake Sorry, no, not today, you gotta find your own way Big dog from the 6, I'm talkin' Dogg like Nate My shit be raw out the gate, I don't need another take 40 got house on the lake, I ain't know we had a lake She complainin' how I'm late, I ain't know it was a date Niggas see me in person, first thing they say is ""I know you need a break"" Hell naw, I feel great, ready now, why wait? Like a kiss from a rose I could be the one to seal your whole fate So be careful what you think, think about what you gon' say Gotta deal with people straight, I got my 23's laced It's a marathon, not a sprint, but I still gotta win the race, yeahAnd I'm convinced I made sacrifices, I been ballin' ever since We seein' so many blessings, shit don't make no sense Someone watchin' over us, so shout goes out to him Yeah, I'm convinced I made sacrifices, I been ballin' ever since Yeah, I did some wrong, I had no choice in my defense Someone watchin' over us, so shout goes out to2 Chainz, I'm a real one Few shows, that's a mil run When she bust it down I said, ""Thanks for givin' to me,"" like a pilgrim Cold world'll be chillin' Earmuffs on the children Used to trap out the Hilton Got wood on the Cartiers; that's a face full of splinters Count a bankroll for dinner This the wrong place to enter Phone sex for breakfast, all kinda women text us Met her at the Super Bowl Told her I stayed down the street from Texas A-Town, I stay down, yeah, it's all in the wrist This one here out the fence Trap jumpin' like the Carter, we into jumpin' like Vince Moved on from the election Introduced her to the plug Can't believe they tried to take the connection Ooh, girl, you a blessin', fine ass, be finessin' Yeah, I love my fans But I don't wanna take pictures in the restroom Drench God with the 6 God, point guard and the two guard ""Pretty Girls Like Trap Music"" So I woke up with my wood hardAnd I'm convinced I made sacrifices, I been ballin' ever since We seein' so many blessings, shit don't make no sense Someone watchin' over us, so shout goes out to him Yeah, I'm convinced I made sacrifices, I been ballin' ever since Yeah, I did some wrong, I had no choice in my defense Someone watchin' over us, so shout goes out toI was stealin' from a bitch, back when I was 21 My favorite gun was a SIG, 20 in the clip, head one Growin' up, I was a runnin' back You never made me ran once I got shot, sweat started runnin' That shit was red like Hunt (ketchup) I'm kickin' pimpin' like I punt But don't you think shit's sweet? I'm talkin' sweet, thin meat I'm talkin' suite like he sleep We ain't doin' too much talkin' I'm talmbout talkin' like a speech Like the President, I kill and meet I'm talkin' neat like freak I'm talkin' neat like fleek I'm talkin' neat like a geek (yeah) You come with beef, I eat the beat I'm talkin' B's, spellin' B Double R, that's a Rolls, paint it yellow like it's dairy I'm talkin' Rose like Derrick I'm talkin' Rolls like a Bentley Like a new car, I got two keys Tryna score the bucket like a Chevy seat Then I heard they been pullin' all week I'ma use her name, like, ""Who is he?"" You get it? I said I'ma use her name, like, ""Who is he?"" Got some gold on, leprechaun sheets Deep sleep short for deceased Big bezel on the Patty I'm talkin' PADI—I meant Patek Don't try to take it, I got guns I'm talkin' guns, not pellets I watch the game from the floor (floor seats) I'm talkin' wood, first mattress I'm talkin' wood, pants down I'm talkin' woods like them clowns (you get it?) I got my mink off a monkey I'm talkin' monkey like Jumanji All your diamonds partly sunny I'm talkin' sunny like D, Sunny My diamonds wet, it cost me money I'm talkin' wet like it's runnin' (sink) I'm talkin' wet like Katrina (New Orleans) I'm talkin' wet like Dasani, huhAnd I'm convinced I made sacrifices, I been ballin' ever since We seein' so many blessings, shit don't make no sense Someone watchin' over us, so shout goes out to him Yeah, I'm convinced I made sacrifices, I been ballin' ever since Yeah, I did some wrong, I had no choice in my defense Someone watchin' over us, so shout goes out to"
nothings-into-somethings,more-life,"You ever hear some slow tracks, you know what I'm sayin'? With, like, some pimpin' to it, or somethin' That you can relax, pop a top to, or somethin'?Big cup of Ac', I'm drowsy I'm still posted up where you first found me Did I just read that you just got engaged on me? I heard from your friend, you couldn't even tell me Or better yet wait on meNah, should have known nah-nah-nah Should have known nah-nah-nah Can't just leave it off that way Should have known nah-nah-nah Should have known nah Can't just leave it off that way, nahLeast, do I get an invitation or something? A statement or something? Ask about that, you would say it was nothing But here's another nothing that you made into something Can't just leave it off that way"
teenage-fever,more-life,"Your heart is hard to carry after dark You're to blame for what we could have been 'Cause look at what we are Your friends are scared to tell you you're in too far Funny that it's always been all about you from the start I met someone new last night and we kicked it And I'm going back there tonight And you know what's on my mind, this time Going back there tonight And you know what's on my mindIf you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me? If you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me?Out of body That's just how I feel when I'm around you, shawty Last night we didn't say it But girl, we both thought it Why second guess? I should have stayed You say the word, I'm on the way This shit feels like teenage fever I'm not scared of it, she ain't either Why second guess? I should have stayed 'Cause you know what's on my mind tonightIf you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me? If you had my love And I gave you all my trust Would you comfort me? And if somehow you knew That your love would be untrue Would you lie to me?Yeah, slightly took a left turn there But very much 6AM Slightly been awake for 24 hours, so please forgive me More ideas and stuff comin' Yeah, yeah, fam I'm wafflin', but man is tired, fam, Jesus Christ"
kmt,more-life,"Ness on the beatYeah Okay, okay OkayB Man just got out the can I gave my bro an advance (yeah) Love is just not in my plans Not even takin' a chance Studio right in my yard I'm doin' ten in a week How long I been on this streak? Dream about work in my sleep Okay, I got a lock on the streets Shoutout to T, he did three And he brought it in 'cause of me You don't know nothin' 'bout me Life for my bruddas is deep Long as they all on they feet Long as they pockets is grease (grease!) I'm in the penthouse, but still nothin' is sweet (yeah) Dust a man down with the pen, it's a sweep (Mmmm!) Taller in person, you'll see when we meet I heard your new shit and I'm kissin' my teeth (Jheeze)Bringin' that dirty, dirty, bringin' that certy Nizzy with the quick extension, ringin' off thirty I've got bitches and they're murky, swervin', lookin' all curvy And you already know I love them breasts, lookin' all perky Lookin' all Christmas gift-wrapped, lookin' all turkey Spend jumped out the Ghost in a suit, lookin' all churchy Fingers all itchin', twitchin', lookin' all jerky Whippin' that white girl, cookin' that Cersei I'm just pushin' that dark shit, pushin' that charcoal Now this is that big bad, this is Gustavo Look at them jokers, look at that arsehole Man are gettin' bread now, this is that hard dough Clap man, dominant murder I'm a black man, government earner Could've just slapped man, but he wanted it further Batman, da-na-na-da-naOctober Firm"
